user_id,mean_wpm,std_wpm,mean_error_rate,std_error_rate,mean_pause_count,std_pause_count,mean_pause_duration,std_pause_duration,mean_backspace_count,std_backspace_count,samples_count
en,21.463334949933746,11.789991821409886,0.012987012987012988,0.034360406637202474,2.2857142857142856,1.4960264830861913,1.1752857026599703,0.5307015454742354,0.14285714285714285,0.37796447300922725,7
anonymous,23.933997248798228,5.601466652808683,0.08333333333333333,0.2041241452319315,1.5,1.8708286933869707,1.1360166986783344,1.2256987340357515,0.5,1.224744871391589,6
